18101213362	18840172592	20230426073921	0105
14930423697	15280214634	20230316185358	1268
16569963779	15305526350	20230319015017	0594
15884588694	13319935953	20231007123124	1004
15305526350	19683537146	20230227223142	0665
15884588694	18840172592	20231128074445	1780
19565082510	13319935953	20230515211258	0448
15647679901	17885275338	20230114150907	0236
16569963779	14397114174	20231224124534	1115
15244749863	19565082510	20231012105115	0151
19683537146	15305526350	20231222083251	1456
16574556259	15305526350	20230916121617	1560
14410679238	19602240179	20231005060117	1705
14397114174	18101213362	20230221140911	0613
19313925217	14171709460	20230705141038	0944
15244749863	19683537146	20230403073640	0797
14397114174	19602240179	20230612231225	0394
13319935953	17885275338	20231008013909	0087
14397114174	18101213362	20230505180338	1160
15244749863	14410679238	20230527141313	0144
16569963779	14930423697	20231208011506	0110
18101213362	14410679238	20231120083057	0537
16160892861	15884588694	20231003192141	1532
15280214634	14410679238	20230701044720	1693
16574556259	15244749863	20231202105754	0543
19342117869	19683537146	20230614220330	0690
17885275338	19565082510	20230121163339	1771
15647679901	19154926260	20230626122938	0024
14397114174	16569963779	20230828034744	1089
18840172592	19154926260	20230415212734	1463
14171709460	19565082510	20231130090426	1492
14397114174	18840172592	20230228221820	0096
16569963779	19313925217	20230916053157	1595
13319935953	14930423697	20231111204258	1705
16160892861	14410679238	20231124221756	0889
13319935953	19683537146	20231110081855	1201
19313925217	15244749863	20230819024413	0264
17885275338	17405139883	20230905185128	1075
14410679238	19683537146	20230429204228	1709
14171709460	19565082510	20231021100017	1444
19565082510	15280214634	20230221031501	0986
15244749863	15781588029	20230613024127	1431
14171709460	17885275338	20231111040028	1288
16569963779	15280214634	20230126112956	1571
13319935953	14410679238	20230929232632	1427
19602240179	19683537146	20230706141921	0030
14397114174	15244749863	20230122193529	0232
17405139883	14410679238	20230212004234	1525
16569963779	14171709460	20231230135417	0631
15244749863	18101213362	20230406042759	1710
14397114174	16160892861	20231210222515	1768
14930423697	19313925217	20230822195348	1707
19342117869	15244749863	20230624220632	0530
19565082510	15884588694	20230803150100	1062
17405139883	15305526350	20231210150956	0425
15884588694	15305526350	20230905033215	0225
19683537146	14410679238	20230608050540	1257
16574556259	17336673697	20231024023730	1519
16569963779	15305526350	20230203025110	1171
19565082510	14397114174	20230728213054	1017
19313925217	19602240179	20230527073354	0554
19342117869	18840172592	20231110090016	1092
19683537146	14410679238	20230207212736	0962
14171709460	15305526350	20231025132957	0208
15781588029	15647679901	20230820144925	1396
19342117869	16574556259	20231205032527	1592
19154926260	19313925217	20230131164854	0836
17405139883	15884588694	20230611220118	0079
13319935953	19154926260	20230131034635	0173
15781588029	16569963779	20230410162131	1116
15781588029	19313925217	20231217105034	0413
19313925217	19342117869	20230212110538	0394
19342117869	15305526350	20230823124748	0247
16574556259	16569963779	20230414142916	0020
14397114174	17405139883	20230521123813	0234
15244749863	15647679901	20231020102142	0874
15244749863	19602240179	20230115003235	1702
14171709460	13319935953	20230615161438	0386
17405139883	19565082510	20231005160010	0934
17336673697	19154926260	20230605233731	1143
16574556259	14397114174	20230210085243	1112
14397114174	14930423697	20230623135017	0238
14397114174	19602240179	20230403050325	1197
16160892861	15781588029	20231013211207	0049
16569963779	17336673697	20230712215039	0643
16569963779	15781588029	20230310001148	1518
15884588694	14930423697	20230222130833	0629
14930423697	14171709460	20230527135709	1601
15647679901	18101213362	20231209011136	0512
19313925217	15305526350	20230927132833	1489
17885275338	13319935953	20230825114518	1227
15305526350	15244749863	20230303025512	1163
14397114174	15280214634	20230501151812	0137
15244749863	16574556259	20231225234856	1442
19683537146	15781588029	20230505172038	0449
14930423697	15884588694	20231128162357	1033
19313925217	17885275338	20230104101930	0130
15884588694	15781588029	20230924084415	1700
18840172592	19602240179	20230919144747	0172
18840172592	18101213362	20230414215137	0652
18101213362	15305526350	20231028161446	1239
14410679238	14171709460	20230325150510	1250
15884588694	17405139883	20231213110446	0462
18840172592	19565082510	20231116093204	0643
19602240179	19565082510	20230712200542	0136
19154926260	16574556259	20231222183836	1094
14171709460	13319935953	20231120145705	0230
15781588029	19565082510	20230628193418	0227
19683537146	16160892861	20231226134846	1021
15244749863	19565082510	20230826153328	0044
15781588029	15647679901	20230603045004	1544
17885275338	13319935953	20230516053302	1632
14410679238	15305526350	20230821112251	0434
14410679238	18101213362	20231113202714	1222
16574556259	14930423697	20231111125148	0477
16574556259	16160892861	20230218014505	0683
14397114174	15647679901	20230222083553	0288
14930423697	19342117869	20230218003514	1120
14930423697	17405139883	20230911064849	1167
19154926260	18840172592	20230104015650	1011
15781588029	15305526350	20230429172640	0325
15244749863	17405139883	20230510193929	0676
15280214634	15884588694	20230119210203	0142
16574556259	16160892861	20230319073623	0181
14410679238	15781588029	20230804131721	0831
18840172592	14171709460	20230208145224	0069
16574556259	15647679901	20230816204144	1521
14930423697	15280214634	20231222231510	0644
19683537146	15781588029	20231101151436	0831
18840172592	15781588029	20230904223633	1617
16574556259	18101213362	20230322003527	1754
15244749863	19154926260	20230306062126	0817
17336673697	19602240179	20230525174556	1288
16569963779	15305526350	20230120212953	1160
16574556259	15280214634	20230208042423	0387
15884588694	19602240179	20230404062927	1758
15244749863	17336673697	20230113011119	1383
19342117869	13319935953	20231017210130	1290
19342117869	14397114174	20230520064834	1280
15884588694	16569963779	20230712173559	1692
17405139883	19683537146	20230110180753	1665
16569963779	15305526350	20231104204137	1286
19313925217	19342117869	20230124165257	1295
15280214634	14397114174	20231114100658	0432
15305526350	14930423697	20230627054916	1094
13319935953	15884588694	20230525073437	0621
15244749863	15884588694	20230402172129	1747
14410679238	16569963779	20230317141444	0497
